title,total headline views,total page views,CTR,author
"<a href=""https://www.spectator.co.uk/article/cannes-2021-our-pick-of-the-best-films"">Cannes 2021: our pick of the best films</a>",52.0,1.0,1.9230769230769231,Stephen Arnell
"<a href=""https://www.spectator.co.uk/article/the-healing-power-of-sweat"">The healing power of sweat</a>",2.0,1.0,50.0,Aidan Hartley
"<a href=""https://www.spectator.co.uk/article/johnson-is-in-trouble-over-vaccine-passports-and-it-s-showing"">Johnson is in trouble over vaccine passports – and it's showing</a>",77.0,1.0,1.2987012987012987,Fraser Nelson
"<a href=""https://www.spectator.co.uk/article/the-hidden-death-toll-of-lockdown"">The hidden death toll of lockdown</a>",5.0,1.0,20.0,Carl Heneghan
"<a href=""https://www.spectator.co.uk/article/cancelling-to-kill-a-mockingbird-is-a-step-too-far"">Cancelling To Kill a Mockingbird is a step too far</a>",6.0,1.0,16.666666666666664,Brendan O’Neill
"<a href=""https://www.spectator.co.uk/article/canada-s-disturbing-pattern-of-anti-muslim-attacks"">Canada's disturbing pattern of anti-Muslim attacks</a>",1.0,1.0,100.0,Rakib Ehsan
"<a href=""https://www.spectator.co.uk/article/the-best-thing-on-tv-ever"">The best thing on TV ever</a>",30.0,1.0,3.3333333333333335,James Delingpole
"<a href=""https://www.spectator.co.uk/article/the-beauty-of-french-nurses"">The beauty of French nurses</a>",2.0,1.0,50.0,Jeremy Clarke
"<a href=""https://www.spectator.co.uk/article/euro-2020-this-game-is-tailor-made-for-southgate-s-england"">Euro 2020: This game is tailor-made for Southgate’s England</a>",12.0,1.0,8.333333333333332,Rod Liddle
"<a href=""https://www.spectator.co.uk/article/the-batley-grammar-school-row-is-the-perfect-jihadist-recruitment-tool"">The Batley Grammar school row is the perfect jihadist recruitment tool</a>",3.0,1.0,33.33333333333333,Jesse Morton
"<a href=""https://www.spectator.co.uk/article/how-macron-was-outfoxed-by-a-dead-napoleonic-general"">How Macron was outfoxed by a dead Napoleonic general</a>",15.0,1.0,6.666666666666667,Arabella Byrne
"<a href=""https://www.spectator.co.uk/article/how-china-won-over-the-middle-east"">How China won over the Middle East</a>",4.0,1.0,25.0,Francis Pike
"<a href=""https://www.spectator.co.uk/article/how-boris-johnson-plans-to-reopen-the-country"">How Boris Johnson plans to reopen the country</a>",1.0,1.0,100.0,James Forsyth
"<a href=""https://www.spectator.co.uk/article/sixty-highlights-from-sixty-years-of-pmqs"">Sixty highlights from sixty years of PMQs</a>",27.0,1.0,3.7037037037037033,Steerpike
"<a href=""https://www.spectator.co.uk/article/help-i-m-restaurant-phobic"">Help! I’m restaurant-phobic</a>",7.0,1.0,14.285714285714285,Jeremy Clarke
"<a href=""https://www.spectator.co.uk/article/sprawling-forests-and-space-galore-why-northumberland-should-be-on-your-property-radar"">Sprawling forests and space galore: is this Britain's next property hotspot?</a>",3.0,1.0,33.33333333333333,Alec Marsh
"<a href=""https://www.spectator.co.uk/article/starmer-points-to-johnson-s-weak-spot"">Starmer's PMQs attack line could spell trouble for Boris</a>",3.0,1.0,33.33333333333333,Katy Balls
"<a href=""https://www.spectator.co.uk/article/starmer-was-wrong-to-say-sorry-for-visiting-jesus-house"">Starmer's Jesus House apology is an insult</a>",3.0,1.0,33.33333333333333,Brendan O’Neill
"<a href=""https://www.spectator.co.uk/article/gove-addresses-westminster-rumours"">Gove addresses Westminster rumours</a>",40.0,1.0,2.5,Steerpike
"<a href=""https://www.spectator.co.uk/article/stonewall-s-dystopian-attacks-on-gendered-language"">Stonewall’s dystopian attacks on gendered language</a>",4.0,1.0,25.0,Brendan O’Neill
"<a href=""https://www.spectator.co.uk/article/france-s-latest-fiscal-trade-off"">France's latest fiscal trade-off</a>",2.0,1.0,50.0,Susanne Mundschenk
"<a href=""https://www.spectator.co.uk/article/football-fans-are-rejoicing-that-euro-2020-is-finally-over"">Football fans are rejoicing that Euro 2020 is finally over</a>",3.0,1.0,33.33333333333333,Mark Solomons
"<a href=""https://www.spectator.co.uk/article/sweet-and-sour-barcelona-dreaming-by-rupert-thomson-reviewed"">Sweet and sour: Barcelona Dreaming, by Rupert Thomson, reviewed</a>",7.0,1.0,14.285714285714285,Chloë Ashby
"<a href=""https://www.spectator.co.uk/article/taking-charge-its-time-to-buy-an-electric-car"">Taking charge: it’s time to buy an electric car</a>",12.0,1.0,8.333333333333332,Rory Sutherland
"<a href=""https://www.spectator.co.uk/article/first-rate-tv-clarksons-farm-on-amazon-prime-reviewed"">First-rate TV: Clarkson's Farm on Amazon Prime reviewed</a>",12.0,1.0,8.333333333333332,James Delingpole
"<a href=""https://www.spectator.co.uk/article/firestarter"">Firestarter</a>",2.0,1.0,50.0,Luke McShane
"<a href=""https://www.spectator.co.uk/article/fear-and-bullying-at-the-national-trust"">‘Fear and bullying’ at the National Trust</a>",1.0,1.0,100.0,Charles Moore
"<a href=""https://www.spectator.co.uk/article/fact-check-does-dawn-butler-have-a-blue-plaque-"">Fact check: does Dawn Butler have a blue plaque?</a>",1.0,1.0,100.0,Steerpike
"<a href=""https://www.spectator.co.uk/article/the-art-of-selling-vaccines"">The art of selling vaccines</a>",7.0,1.0,14.285714285714285,Laura Dodsworth
"<a href=""https://www.spectator.co.uk/article/no-657"">No. 657</a>",1.0,1.0,100.0,Luke McShane
